0;0.0000;0.0000;-0.0172;0.1897;0.0000;0.0000;0.0000;35000.0000;-0.3140;-0.0000
1;0.0000;0.0000;-0.0172;0.2931;0.0000;0.0000;0.0000;35000.0000;-0.3140;-0.0000
2;0.0000;0.0000;0.0000;0.3966;0.0000;0.0000;0.0000;35000.0000;-0.3140;-0.0000
3;0.0000;0.0000;-0.0172;0.5000;0.0000;-1.0000;1.0000;35000.0000;-0.3140;-0.0000
4;0.0000;0.0000;0.0000;0.5862;0.0000;-1.0000;1.0000;35000.0000;-0.3140;-0.0000
5;0.0000;0.0000;0.0000;0.6897;0.0000;-1.0000;1.0000;35000.0000;-0.3140;-0.0000
6;0.0000;0.0000;-0.0172;0.7931;0.0000;-1.0000;1.0000;35000.0000;-0.3140;-0.0000
7;0.0000;0.0000;-0.0172;0.8966;0.0000;-1.0000;1.0000;35000.0000;-0.3140;3.9370
8;0.0000;0.0000;-0.0172;1.0000;0.0000;-2.0000;2.0000;35000.0000;-0.3140;3.9370
9;0.0000;0.0000;-0.0172;1.0862;0.0000;-2.0000;2.0000;35000.0000;-0.3140;3.9370
10;0.0000;0.0000;0.0000;1.1897;0.0000;-2.0000;2.0000;35000.0000;-0.3140;3.9370
11;0.0000;0.0000;-0.0172;1.2931;0.0000;-2.0000;2.0000;35000.0000;-0.3140;7.8740
12;0.0000;0.0000;0.0000;1.3966;0.0000;-2.0000;2.0000;35000.0000;-0.3140;7.8740
13;0.0000;0.0000;-0.0172;1.5000;0.0000;-3.0000;3.0000;35000.0000;-0.3140;11.8110
14;0.0000;0.0000;-0.0172;1.5862;0.0000;-3.0000;3.0000;35000.0000;-0.3140;11.8110
15;0.0000;0.0000;0.0000;1.6897;0.0000;-3.0000;3.0000;35000.0000;-0.3140;11.8110
16;0.0000;0.0000;-0.0172;1.7931;0.0000;-3.0000;3.0000;35000.0000;-0.3140;15.7480
17;0.0000;0.0000;-0.0172;1.8966;0.0000;-3.0000;3.0000;35000.0000;-0.3140;15.7480
18;0.0000;0.0000;-0.0172;2.0000;0.0000;-4.0000;4.0000;35000.0000;-0.3140;19.6850
19;0.0000;0.0000;-0.0172;2.0862;0.0000;-4.0000;4.0000;35000.0000;-0.3140;19.6850
20;0.0000;0.0000;0.0000;2.1897;0.0000;-4.0000;4.0000;35000.0000;-0.3140;23.6220
21;0.0000;0.0000;-0.0172;2.2931;0.0000;-4.0000;4.0000;35000.0000;-0.3140;27.5590
22;0.0000;0.0000;-0.0172;2.3966;0.0000;-4.0000;4.0000;35000.0000;-0.3140;27.5590
23;0.0000;0.0000;0.0000;2.5000;0.0000;-5.0000;5.0000;35000.0000;-0.3140;31.4960
24;0.0000;0.0000;-0.0172;2.5862;0.000;-5.0000;5.0000;35000.0000;-0.3140;31.4960
25;0.0000;0.0000;-0.0172;2.6897;0.0000;-5.0000;5.0000;35000.0000;-0.3140;35.4330
26;0.0000;0.0000;-0.0172;2.7931;0.0000;-5.0000;5.0000;35000.0000;-0.3140;39.3701
27;0.0000;0.0000;-0.0172;2.8966;0.0000;-5.0000;5.0000;35000.0000;-0.3140;43.3071
28;0.0000;0.0000;-0.0172;3.0000;0.0000;-6.0000;6.0000;35000.0000;-0.3140;43.3071
29;0.0000;0.0000;-0.0172;3.0862;0.0000;-6.0000;6.0000;35000.0000;-0.3140;47.2441
30;0.0000;0.0000;-0.0172;3.1897;0.0000;-6.0000;6.0000;35000.0000;-0.3140;51.1811
31;0.0000;0.0000;-0.0345;3.2931;0.0000;-6.0000;6.0000;35000.0000;-0.3140;55.1181
32;0.0000;0.0000;-0.0345;3.3966;0.0000;-6.0000;6.0000;35000.0000;-0.3140;59.0551
33;0.0000;0.0000;-0.0517;3.5000;0.0000;-7.0000;7.0000;35000.0000;-0.3140;62.9921
34;0.0000;0.0000;-0.0862;3.5862;0.0000;-7.0000;7.0000;35000.0000;-0.3140;62.9921
35;0.0000;0.0000;-0.1207;3.6897;0.0000;-7.0000;7.0000;35000.0000;-0.3140;66.9291
36;0.0000;0.0000;-0.1552;3.7931;0.0000;-8.0000;8.0000;35000.0000;-0.3140;70.861
37;0.0000;0.0000;-0.1552;3.8966;0.0000;-8.0000;8.0000;35000.0000;-0.3140;74.8032
38;0.0000;0.0000;-0.1897;4.0000;0.0000;-8.0000;8.0000;35000.0000;-0.3140;82.6771
39;0.0000;0.0000;-0.2241;4.0862;0.0000;-8.0000;8.0000;35000.0000;-0.3140;86.6141
40;0.0000;0.0000;-0.2414;4.1897;0.0000;-9.0000;9.0000;35000.0000;-0.3140;90.5511
41;0.0000;0.0000;-0.2586;4.2931;0.0000;-9.0000;9.0000;35000.0000;-0.3140;94.4882
42;0.0000;0.0000;-0.3276;4.3966;0.0000;-9.0000;9.0000;35000.0000;-0.3140;98.4252
43;0.0000;0.0000;-0.4310;4.5000;0.0000;-10.0000;10.0000;35000.0000;-0.3140;102.3622
44;0.0000;0.0000;-0.5000;4.5862;0.0000;-10.0000;10.0000;35000.0000;-0.3140;110.2362
45;0.0000;0.0000;-0.6034;4.6897;0.0000;-10.0000;10.0000;35000.0000;-0.3140;114.1732
46;0.0000;0.0000;-0.6552;4.7931;0.0000;-11.0000;11.0000;35000.0000;-0.3140;118.1102
47;0.0000;0.0000;-0.7414;4.8966;0.0000;-11.0000;11.0000;35000.0000;-0.3140;125.9843
48;0.0000;0.0000;-0.8103;5.0000;0.0000;-11.0000;11.0000;35000.0000;-0.3140;129.9213
49;0.0000;0.0000;-.8621;5.0862;0.0000;-12.0000;12.0000;35000.0000;-0.3140;137.7952
50;0.0000;0.0000;-0.8793;5.5690;0.0000;-13.0000;13.0000;35000.0000;-0.3140;141.7322
51;0.0000;0.0000;-0.8966;5.5690;0.0000;-13.0000;13.0000;35000.0000;-0.3140;149.6063
52;0.0000;0.0000;-0.9310;5.5690;0.0000;-13.0000;13.0000;35000.0000;-0.3140;157.4803
53;0.0000;0.0000;-0.9655;5.5690;0.0000;-13.0000;13.0000;35000.0000;-0.3140;161.4173
54;0.0000;0.0000;-1.0000;5.5690;0.0000;-13.0000;13.0000;35000.0000;-0.3140;169.2913
55;0.0000;0.0000;-1.0172;5.5690;0.0000;-13.0000;13.0000;35000.0000;-0.3140;177.1653
